"Name","Latitude","Longitude"
"PrestonFlowers",,
"Geniasis",47.5978564,-122.14976815
"xSynystyr",,
"SBMM_425",,
"burnthebones77",,
"esdiablita",,
"Avarras",,
"jesus_jimz",,
"DeniseBarbarita",,
"Madama83651518",,
"jhonyland_",,
"AnnikaTheGinger",,
"batesmorgan13",,
"J_Chaneyy",,
"SCWP514",,
"AmericanMade169",,
"jake_nazar",,
"greycentipede",,
"CapA1408",,
"5tan_Lee",,
"didntvote4eithr",,
"brandijsu03",,
"LegendaryMKC",,
"llama_manana",,
"JESSY3D_AM",,
"goblinbox",,
"heybeautifulpod",,
"___Jaroc93",,
"caitfsu",,
"GeralynCfnlvr",42.183365,-88.291366
"lolliloo",,
"RyanSchwartz",,
"sfelling",,
"soyleche7",,
"JustDebNow",,
"MichiganPal",,
"MAHESHKUMARG4",,
"mcafiero",,
"JMVC_ATX",,
"yung_narcissus",,
"HelloItsLogan",,
"Coyotesgrl",,
"jesse15264805",,
"dcaven123",,
"havesomelogan",,
"nicoman8736",,
"atralph",,
"tigrayrocks",,
"lasvegasherald",,
"_VintageDreams",,
"HeindlAngi",,
"GrudgeDippa",,
"NWINews",,
"NWINews",,
"NWINews",,
"Parisayanna",,
"brownsugartra",,
"1JKPatriot1",,
"SwansonRand",,
"Excalibur2010",,
"kschins",,
"m4cgr3g0r",,
"wyattdlouhy",,
"thechefpants",,
"Dcorob2",,
"KayHands3",,
"brucekenerson1",33.769045,-117.9685397
"Sko64Paul",42.29506515,-83.0020855
"mysupercut",,
"matt_glynn",,
"arthurchufilm",,
"harri_ken",,
"NerDadTPC",,
"KaiHall",,
"BrandonAustin4",,
"EmperorMara",,
"carlyjae9",,
"smokedetector69",,
"cl2020lopez",30.3233457,-97.75472415
"hpool44",,
"ImCherryPoppins",40.0048655,-75.117998
"Crumbles4Kookie",,
"taetaeebae",,
"PlayingPolitix",,
"ItsZekeTheBeast",,
"travisflores",,
"jcaughman0225",,
"brd_dispatch",,
"ChaddGaming18",,
"ashtonnbradford",,
"oopskiana",,
"Bajirisukuhh",,
"submaureens",,
"jdwelby",,
"kinleexoxo",,
"Tx_sweet_tea",,
"_foreigngambino",,
"thealliebarrett",,
"SashaEats",33.7671944,-84.433106
"spillyourspirit",,
"hey_eleni",,
"Joshpatty4",,
"CortneyMikel83",,
"iamleaderaptor",,
"JeremyDDickey",,
"thashark316",,
"LordsDontWorry",,
"sonyacsa",,
"redswimmer99",,
"McResistor",,
"octaviaqueen067",,
"PollyPanic",,
"RB_killnem",30.3342981,-91.1296155
"winchesterizzy",,
"ZOBarber33",,
"Bchasc24",,
"CindyMi45746549",,
"sidsince94",,
"mckenzieneiss",,
"1Dig_",,
"bekaahking",,
"megkristine92",,
"griff_js",,
"WavelessNY",,
"TerizeFarmer",,
"dgswilson",,
"colleenschlegel",,
"Moneyboi318214x",,
"GelfmanGary",,
"ChiefOnMyWatch",,
"stalegum",,
"socialrehab",,
"ezClocker",,
"wigincinerated",39.7393005,-89.2665075
"golfhull",,
"msallison",45.36930665,-122.64138745
"Sunliteshyne",,
"dean45472903",,
"Joannacaroll007",,
"GnazzoPromotion",,
"jerbile",,
"Frost599",,
"RooGideon",,
"weissbierdunkel",43.629311,-79.2725695
"SmolBlueFox",,
"mwri",,
"mwri",,
"ordnrychi__",,
"_alybrooke",,
"cathyco47056362",,
"leahz_7",,
"AnaGunnaTelya",34.0207895,-118.4119065
"DotEd",34.0207895,-118.4119065
"courtneyellis",,
"MavGeorgina",,
"gita1111",,
"Steve618",,
"JoshuaSzuslik",42.9816382,-88.240004
"ThatsLudaChriss",34.1081607,-117.4626981
"_Pradortiz",,
"JamieWeinhuaer",,
"jaycie_xo_",,
"Fiji_Nicole",,
"fallincurse",,
"HeartcoreLegend",,
"AlexToeaina",,
"OfficialJour",,
"Lisi_Schleg",,
"ZirenFox",,
"Bwomack82",,
"CataleyaSophia",,
"portxxxx",,
"kyleemariie",,
"badseedtech",,
"vividgrim",,
"cordlessdrillus",,
"AmayaSawyers",35.3116105,-83.180007
"rachelkb613",,
"YusefR47",,
"gamblingcrab",,
"SacKingsTyler10",,
"RTRFND",29.8384948,-95.4464865
"adorehwan",,
"tapeduphearts",,
"Alexis_Milller",,
"coachpolacek",,
"WWWeaver",,
"KelistaMcGraw",39.1000485,-94.5592817
"andresgunscroll",,
"acousticalclum",38.0033755,-79.420865
"SC0RPI0B0Y",,
"LongwoodGeek",,
"yo_what_up_rell",36.090397,-79.8573635
"CoachCarson",,
"CoachCarson",,
"Spkmall",,
"_nicksta",,
"quin0611",,
"iiTsZoom",,
"blvcksxlk",,
"misterwashburn",,
"ConceptChris_",,
"elizabethpaolav",,
"acominella808",,
"kordeinormaniii",,
"WymoreJr",,
"LGMazzy",,
"WolfieMatty",,
"ibekeemin",42.1145,-80.0762
"kisekisymphony",,
"LexLax1",,
"taylorleereeves",36.830799,-119.636189
"alwayslissa",,
"nshreyarthi",42.856244,-73.8178465
"Jeremy_Nolais",,
"onlyonejj22",,
"Bruman12",,
"bcdunn",34.7060267,-86.61141135
"xyraezi",,
"littymahone",,
"Albert_Ariza",,
"KWETribute",,
"teepe54",40.6821765,-74.359399
"EthanpwkKhan",,
"LCaliforinquena",,
"maryann_lamagra",,
"SD_TechEvents",,
"kevinsky",,
"tlshields85",,
"captain_piccard",,
"D_one514",,
"VadermCat",,
"curatedbyAmarie",,
"Gilbert20Hern",29.417501,-98.5406515
"KDavis_20",,
"theCogginWrites",,
"yamingdub",,
"hugh_bothwell",,
"masonmalexandra",,
"Belleeeeeee_",,
"Javonamichelle",,
"lia_salin",,
"theeinfamouss",,
"mulamylife",,
"swise0213",,
"pensivepirate1",,
"Odinschild13",,
"maxwestart",,
"jaynyrjoy",,
"IsnerPR",,
"kayleyanna22",39.8996225,-75.320699
"jareldinho",,
"shaylannn_",,
"Coles",,
"JubalLambert",,
"ecommerce2021",,
"EdmontonOilers",,
"Neviiito",,
"ALWeatherNet",,
"niamichelle_",,
"mattcraine",,
"AmaAmaLeeLee",,
"kenzi_nienhuis",33.1966005,-87.5334065
"Mikeggibbs",,
"Hoosier84",,
"RbmgDez",,
"RichTatum",,
"Xavi_809",,
"10bandzbenny",,
"iadriannaa",,
"chamonyd",41.9382285,-93.38986395
"chezzyboy704",,
"davetimesone",,
"Jonn_Muller",,
"BhanuRaval14",,
"niiicoleslaw_",,
"skinclasshero",,
"gbvm2003",,
"khristen",,
"oh_itskim",,
"kitsuneix",,
"ciegetank",33.1841,-96.6803
"QTRResearch",,
"JHolloway1982",,
"angeryrxnonly",49.8538055,-97.1526765
"love_monica2016",,
"BRLCrewDMV",,
"_Jetbolt_",,
"AdulteRus",,
"angelashleyy6",,
"lmtr1881",,
"BuddyHomebuyers",,
"mikeyfabs",,
"Valdezzz__",,
"skrause62",,
"jbrook_18",,
"noporkpls",,
"jstaylor97",,
"_Froggyluv",,
"miagguillen",33.226316,-117.320879
"collydoodle",,
"madsismads",40.61340445,-78.7052785
"rachelre1114",42.0325065,-93.6393635
"duke_dutchess",,
"ko9killer",,
"emxgrrrl",,
"_LoveNika",,
"CornOnTheGoblin",,
"jaria_genae",,
"Blasian_M",,
"Nyancide",,
"adeuja307",,
"jesse_balderas",,
"elexisdavalos",,
"LollerskateDJ",41.5365542,-87.4233435
"AbdRTamim",,
"Risingstar2",,
"Will_Cainyyy",,
"Anniesk",42.746617,-75.770041
"drfartpartment",,
"jayytheprincess",,
"luiscarlo921",,
"GUDoug",,
"MariaSammutMasc",,
"AnglNews",,
"RobquanThomas4",,
"lovely_darlin",,
"Kingofcastles88",,
"Joshua_Terrelle",,
"johnmrod",,
"8aceforthewin9",33.88496865,-118.222017
"k_smoov19",,
"ElvisZappa",,
"AlexLorenzoCT",,
"BigBallout_",41.83358445,-87.732013
"jeffgstoyanoff",,
"onco_cardiology",,
"RykerAFox",,
"sstaats5",,
"JesseHa83720945",,
"DougVanHorne",30.1812515,-95.5398525
"misseagleLIIna",,
"mpmacal",,
"evette5635",,
"nuggetsaregreat",32.633767,-117.02246315
"Brett_327",,
"notevenangie",,
"xAlannaface",,
"Colton_Recker",,
"SmmrSpcPrncss",,
"Nicole80017",,
"BobTheBirdman",,
"vicentevtvt1",,
"jrob1987",,
"TheNerdBlast",,
"creatinjustin",41.679872,-72.7872745
"allenrovers",,
"lapointe_austin",,
"jbeckett10",,
"JoelGoldenberg1",,
"pdporosky",,
"ShofnerKristin",,
"ChaszJohnson",,
"courtneymoser14",,
"Richdatdude",,
"The_cosmo_cat",,
"Alan86925039",,
"MUFilmClub2017",,
"jameyedwards",,
"GraphicDesignNY",,
"CoachJReynolds",34.040213,-80.9688075
"txbeer",32.4487,-111.071
"ChibiButo",,
"lucydoggo",,
"allhailmariahhh",,
"Ebagtv",,
"TopherJH",,
"kvrms",,
"trueDaveThomas",,
"NieceyXMinaj",41.1856745,-73.1991185
"edwinchacon9",,
"Davetheminion02",,
"Themusicfreak87",,
"LA_Karma1",,
"HeelBalor",,
"Pearlybird831",,
"ItsMeBecca",,
"lesleyeyeyey",,
"JasonFinney317",,
"imaiebooks",,
"Matthewmalone22",,
"fathrlord",,
"KREM2",,
"latestupdate6",,
"Taybeenpretti",,
"TooSweetbby",,
"BENSWAYZE2",,
"theshortyp",,
"computerfix3r",,
"ksee__",42.636248,-71.326858
"Emily_salazar10",,
"meeelondrea",,
"bellhuffstutler",,
"silvestromedia",,
"Kashikura510",,
"bullfish777",,
"Agor711",,
"gabbykmolina",,
"kevonn_",,
"DearFutureKenz",,
"DearFutureKenz",,
"DearFutureKenz",,
"FreedomPopRadiO",,
"janellelahkey",,
"SBN_Wescott",,
"TheRealYaniB",29.8384948,-95.4464865
"Jaslyn0318",,
"Portaldrop",,
"Cheddarbear16",,
"Thefinnigans",,
"colejdanielson",,
"ThomsonGeer",,
"Animeboy132",,
"Trill_corri",,
"jossue_ldr",29.7679472,-94.9766015
"CRCarmen1",,
"GamotanJason",,
"SaintsBoondocks",,
"mscibelli24",,
"IrregularMatt",,
"TheSeventhRifle",,
"sadiebellekitty",,
"NathanHenry14",,
"Pr260",34.16825365,-111.93171085
"DMBfan4life",,
"chadsmith71",30.5193408,-97.672732
"jaydenrochellee",,
"DASinSTL",,
"AtlConcours",,
"Wizard_svt",,
"iron_beanmachin",,
"JiveDanMullen",,
"isabel__166",,
"Marsi132",,
"TheRealWinona",,
"kathleenaie",,
"Pninja",,
"mxichellee",,
"ahol888",,
"decruzjr_",,
"champagnebuj",38.5104895,-90.4505175
"markedoten",,
"jaytunjohnsonn",32.415051,-99.750556
"Type2straiN",,
"mvpp3rk",37.331159,-121.8737305
"mason_dixon8",,
"DeniseJohnsonTX",31.1688935,-100.0768885
"_bribuckets",40.3651595,-82.66946745
"Donnac61",,
"alexander_kime",,
"melley2009",,
"DynastyEeyore",,
"Hendrixx510",,
"FightForeverMTL",,
"Astrid726",,
"ChuckieBaybee",,
"lehara_",,
"GlennInvestor",,
"xo_aut4",,
"christi07841642",,
"iAnnaKaye",,
"laniecurole",,
"BestDealsOnlin7",,
"cassss001",,
"InfantGoose6565",,
"TravisMFOX5",,
"MRod4good",,
"Woodsy1069",40.655138,-73.9487755
"EchoCharlie111",,
"Fabulous_YG",,
"mannfm11",,
"camo_katie98",35.8305215,-85.9785995
"Sparkle_Lehman",,
"LaurelGarver",,
"lunit30",,
"El_Quagmir3",,
"zora_iman",,
"ExplosiveJ_",,
"KOTR_DustyDave",,
"NewsOn6",,
"EarthToMarrs",,
"RenayMorenoo",,
"BioCalifornia",,
"TanelMichael",,
"stopher9779",40.052714,-86.472184
"FOB_Namu_joonie",,
"tellemtisse",,
"sydshadyy",,
"natmkelly",37.7706565,-122.4359785
"dust2dust34",,
"Scrubahhh",,
"NLMBNICC",,
"HeartofColorado",40.0239815,-105.24268645
"LiberalResist",,
"DREVMTINGZ",,
"NickyThaGawdess",,
"AriGee32",,
"MyBabySeth",,
"NfkrzB",,
"cryptidjin",,
"cowboyhelloktty",33.0612424,-96.7349005
"CharMoholy",,
"Nightshift10000",,
"__Mck_Jr",41.1746485,-73.2781465
"JazzDopeAF",,
"HillJordh14",,
"HarajukuMikki",29.8384948,-95.4464865
"owlalwaysbe",33.0612424,-96.7349005
"anxiousglitter",,
"Calledultra",,
"LeaveYourStamp",,
"ambermonica03",,
"EvanstonNow",,
"4PawShop",,
"NolaHatPlug",,
"irwinnnn16",40.6707835,-74.106366
"CarlosHernand78",32.7799665,-97.2859135
"edwardconde_",,
"BlackVKM",,
"PGSportsNow",,
"coreyann",,
"Charles_Hall3rd",,
"sejhitchhiker",,
"Lytaann",,
"JT__TRAPP",,
"Tione_ontop",,
"TravelnTroy",,
"thehunterboggs",35.209059,-80.8467855
"scottk1350",,
"tribalidentity",,
"cwrapthirsttrap",,
"jjfree_",,
"TheFAMLXXIV",,
"DebessenceGrey",,
"Biz_Smith",,
"rinaldopurisimo",,
"23Martini",,
"SMCslipintoit",,
"Paul_Bretl",,
"MrMichaelDade",,
"TyMo214",,
"GTFDeKalb",,
"deerminho",,
"FiskVelox",,
"AskeBay",,
"Desttttinnnyy",,
"lpullin55",,
"longshot2001",,
"FreshleyShoals",33.6311395,-80.926628
"WGNSSports",,
"stacyacross",,
"DBaker98650819",,
"tinytaytumn",,
"davea71",,
"mesdhetare",,
"S4rC4tStyX",,
"UVABaseball",,
"jericollage70",47.7558714,-122.3431789
"KC4TVZ",,
"562Ismael",,
"denvernight",,
"rhearyujin",,
"DeJa_Monique_M",,
"Notorious_MAX",37.7919941,-122.2286855
"dompuk",,
"ZacharyDerr1",,
"SESvince",,
"Doreenzebulon",,
"SundelinCory",49.8538055,-97.1526765
"joesanders33",,
"bs_callouts_",,
"paygescogginss",,
"_julietamendoza",32.3422996,-106.7374383
"ChrisPeepz",,
"FrackHazReveal",,
"blzpt",,
"Squonk10",29.28757495,-94.8227755
"_JuanApolinar",,
"britbritboom",34.0824965,-118.39963895
"JamesDuty2",,
"dougsquiat",,
"banana_man_mr",,
"Metsdotkom9",,
"HenryRBishop",,
"Haleyyy_Hodgeee",,
"ohitshana",,
"Dalynn21",,
"mindahome",,
"sammlenny",,
"njd0802",,
"Ketangupind",,
"Crimsonmk2",,
"KDubindacut_",,
"ntg912",,
"CoachTomMcCurdy",,
"Tre_Tr3",,
"mayra0824",,
"Hits93Toronto",,
"scartissue46",,
"AdamBreer",,
"LauraP00595669",,
"LoLSonder",,
"abbylanum",,
"bharlee_stoney",,
"kt_hendy",,
"fabianzapata30",,
"OHaraNews",,
"sodeija",,
"scrapindustry",,
"NVradenburg",45.743828,-111.19486
"Pisces_ofMe",,
"sebaldfan420",,
"AwesomEmergency",,
"TheOne_Jess",,
"crewture",,
"Phoenixhp429",,
"sunflowerbells",,
"zamster201",,
"akaginacaputo",,
"EskittlesMATTON",34.3006325,-83.8312993
"lillyrosebacon1",,
"MoneyTrendLLC1",,
"czabunchy",,
"YeenTime",,
"aSciEnthusiast",39.7795625,-86.1429225
"Elaya_Jae_Doll",,
"garcia_mirandaa",,
"fairygodboss",,
"maryyylovee",,
"DamieFever",,
"kenna_brynne",,
"julietsux",34.0870095,-118.36964515
"hamiltonradio2",,
"PostOpinions",,
"DigitallyDownld",,
"Noncon49285",,
"micbwalton",,
"araceliarias93",31.79336815,-106.4174305
"Uncle_Stew",,
"Jay93_HTX",,
"anzaldojorge1",,
"MattGramegna",,
"MelloMakes",,
"Kush_Guru",,
"motont5",,
"08Jayhawk",,
"KingLi_",,
"dawnsebaugh",,
"ashalogan",,
"BillyNJoie",,
"wolfhailiee",,
"cuagain2011",,
"Lou24Blue",,
"WreckRalph_",29.8731515,-90.030948
"Carter6972",,
"__soysaucexx",,
"KaylaDionne13",,
"Bates_313",42.3527865,-83.099288
"madtotodee",,
"sambee13_",,
"WKNC881Playlist",,
"naeeninee",,
"agevan9",,
"GBinEP",,
"iafischer",,
"_ShesLikeTexas_",32.863917,-96.961483
"EstevanLuvsCass",,
"HonkNSlonk",,
"bizzyb0mb",,
"kaybabyxooo",,
"BiasKnox",,
"natashante",,
"coryandthepig",,
"JobePhabion",,
"HEWHOTALKSLOUD",,
"janiaya17",,
"Tnaitheprincess",,
"robyynna",,
"EricEchavez84",,
"issateebag",,
"0_briannaa",,
"WildcatQueenz",41.1179365,-77.604684
"despanol203",,
"ahliviaaa",37.3162225,-120.47181
"tiyannaaa_",,
"wolverinethad",,
"blaccoffee",,
"CyberHoundTeam",,
"bizwiz1980",,
"ballinger_creed",34.2312565,-96.678689
"faucetfaiIure",,
"Troy1277",,
"canagel007",43.6567535,-93.36631035
"DaddoDepresso",37.663817,-120.987468
"HeckeWeltha",,
"_peachypaige_",,
"HBarr18",,
"bibingkababe",,
"kvked_nxghtmxre",,
"somanykidz",,
"maj_twins_mom",,
"DwellerLake",,
"sblaskovich",,
"RaidenWhitedvl",,
"jnetlrivera77",33.98545215,-81.2441895
"ptitrequin",,
"adi_hartley",39.7665555,-86.441236
"PapaboyTx",,
"Heather_photog_",,
"KeyworkSavior",,
"abigailamidala",,
"LaniKaiDuck",,
"onlynumerouno",,
"a_cinderakasih",,
"sarahornn",29.913825,-90.3639635
"emacthadon",,
"chasmproject",,
"MarkUpNext",,
"AlyssaDeNardooo",,
"BossMan_BG",,
"RhondaGiannell1",34.283083,-118.876498
"Sierra_Nichols4",,
"Bachy68",,
"bisexting",,
"Sarah___cat",,
"Vivalamixedgirl",,
"PaulStewartII",,
"chendongg_",,
"DuerstTheWuerst",,
"A3therPrime",,
"DrewGoodwin5",,
"chad3814",37.39685295,-122.0814425
"JoelKnightly",,
"1MinuteStock",,
"MrX_U812",,
"BenJKest",,
"SakuraAlchemist",,
"syd_davenport",,
"msrose2343",,
"Budz442Bud",,
"svvbraya_",,
"JerryLAllison",,
"zuraib101",40.43687,-74.30465105
"jaeesty",41.83358445,-87.732013
"Babiiface16",,
"NYG_Andrew",,
"daniel_shih88",,
"laxmammi",,
"ElCalifornio07",,
"psteff3498",,
"TyDaYoungKing",40.0048655,-75.117998
"CAliGurl201",,
"ICUnutrition",,
"aureogiorno",,
"coleyaild",,
"kmald211",,
"Notorious_KOT",,
"FrankieP15",,
"StarsWorld_",,
"mahisaprakoso",,
"Nightsoarer",34.1821598,-118.32514515
"Larry_Lamb_MN",,
"cgarcia6_",,
"berniceisfun",,
"shortvolumes",,
"misswolfiee",,
"TylerCubs19",42.0624705,-87.9314125
"rmite528",,
"AnarchyBea",,
"UnGrandeCorazon",42.3136695,-71.0887125
"GALACTICARI",,
"walkingkreacher",,
"floatinggrizzly",,
"A_D_Broadus",,
"jbradleybush",,
"CoachMills3",33.6311395,-80.926628
"currentplaylist",,
"Rock_Hard_Abbbs",,
"littlelostsunny",30.337514,-95.53813385
"itmightbetrin",,
"Savage567a",,
"canndoraclub",,
"Dede_1204",,
"spiritedstrider",41.6473534,-91.5370622
"mowwymauk",,
"MtTimpMyHome",,
"EthanFromDENVE1",,
"JMCassels",,
"PiratePrncss08",,
"yungmallwalker",,
"hedgielib",,
"wy_jeff",,
"Cpt_weird",,
"RadioCavalli",,
"JayneCudzil",,
"Andrsnnnn",,
"karen_marieeee",,
"OneStepbetween",,
"megh_wright",,
"Rino_1979",,
"AF_WBB",,
"cle4gsw3",,
"maccas",,
"meryyy____",,
"joltine",,
"JoeHutchison9",,
"TinoBrown33",30.3233457,-97.75472415
"alexwATL",,
"Paradox309_",,
"HollywoodTome",,
"AProspers",,
"FllwMe_Twitches",,
"Don_Carr",38.0033755,-79.420865
"rupertshady10",,
"extravacakes4u",,
"myatloveswift13",,
"somefitnessgirl",,
"thalia_m1",,
"Shanelovesrock",,
"natepine88",,
"RowanbeBlowin",,
